;Y;Parameters;Cancer type;Numerosità;SE;SSE;MSE;Root_MSE;RSE;MAE;Deviance
0;BMS-708163_AUC;{'C': 12, 'gamma': 0.01, 'kernel': 'linear'};digestive_system;49;3.1453106720752593;0.2611384097106642;0.005329355300217637;0.0730024335226;4.729811153547745;0.06755799080025773;0.055211170432204054
0;BMS-708163_AUC;{'C': 12, 'gamma': 0.01, 'kernel': 'linear'};soft_tissue;9;0.6281702206462463;0.05154745721191144;0.005727495245767937;0.075680217004;7.61079345269826;0.06979669118291626;0.006772941288222226
0;Z-LLNle-CHO_IC_50;{'C': 17, 'gamma': 0.1, 'kernel': 'rbf'};skin;9;-5.949067987292097;61.739720328596874;6.859968925399652;2.61915423857;1.0689084651631502;2.2843853984408438;57.75959527009021
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};thyroid;1;-0.12050949999939897;0.014522539590105141;0.014522539590105141;0.120509499999;;0.12050949999939897;0.0
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};bone;1;-0.5799284999993848;0.3363170651115364;0.3363170651115364;0.579928499999;;0.5799284999993848;0.0
0;Z-LLNle-CHO_IC_50;{'C': 20, 'gamma': 0.5, 'kernel': 'poly'};lung;42;34.12218700479685;134.98101599912326;3.2138337142648394;1.79271685279;1.2584583476542903;1.4739933705082333;107.25902549792116
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};pancreas;1;-1.0577694999994387;1.1188763151290626;1.1188763151290626;1.0577695;;1.0577694999994387;0.0
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.05, 'kernel': 'sigmoid'};aero_digestive_tract;11;-5.109653773471841;29.832437726496373;2.712039793317852;1.64682718988;1.0859788624185662;1.2079701108823135;27.470551001386
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};kidney;4;-2.1043390000004814;14.38276409753686;3.595691024384215;1.89623074134;1.083389980927657;1.3821607499999553;13.275703440806753
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};breast;9;-4.61317999999613;19.656266386209218;2.1840295984676907;1.47784627024;1.136748171056294;1.3039419999998136;17.291663084836227
0;Z-LLNle-CHO_IC_50;{'C': 7, 'gamma': 0.3, 'kernel': 'sigmoid'};nervous_system;22;-1.2849505235380885;66.12661997144528;3.0057554532475126;1.7337114677;1.0019194657442594;1.4567235921591097;65.99993535640533
0;Z-LLNle-CHO_IC_50;{'C': 11, 'gamma': 0.02, 'kernel': 'rbf'};urogenital_system;6;-3.431513357884276;21.46412913580182;3.57735485596697;1.89138966265;1.1035758586646924;1.406540624133876;19.449618227217332
0;Z-LLNle-CHO_IC_50;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};blood;63;-56.57126500004659;232.4702443166267;3.6900038780416935;1.92093828064;1.2796172374027335;1.613708841270033;181.67170425781114
0;Z-LLNle-CHO_IC_50;{'C': 2, 'gamma': 0.5, 'kernel': 'sigmoid'};digestive_system;13;-1.753743497752611;48.7748292110887;3.7519099393145154;1.93698475454;1.0054824759017489;1.5527987732208488;48.508880443038926
0;Z-LLNle-CHO_IC_50;{'C': 17, 'gamma': 0.1, 'kernel': 'sigmoid'};soft_tissue;3;2.778546953060946;2.9576173731149673;0.9858724577049891;0.992911102619;7.696641743224849;0.926182317686982;0.3842737484459998
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};skin;9;-0.2984499999918331;0.19632421537745443;0.021813801708606046;0.14769496169;1.0530873674537655;0.11894044444474589;0.1864272817668889
0;Z-LLNle-CHO_AUC;{'C': 3, 'gamma': 0.03, 'kernel': 'rbf'};thyroid;1;0.05847509574833998;0.0034193368227775282;0.0034193368227775282;0.0584750957483;;0.05847509574833998;0.0
0;Z-LLNle-CHO_AUC;{'C': 3, 'gamma': 0.03, 'kernel': 'rbf'};bone;1;0.04774052573157028;0.0022791577971267244;0.0022791577971267244;0.0477405257316;;0.04774052573157028;0.0
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};lung;42;2.527522000000136;0.2717481970220094;0.0064701951671907;0.080437523378;2.2713025337597768;0.07245271428571642;0.11964420986761896
0;Z-LLNle-CHO_AUC;{'C': 3, 'gamma': 0.03, 'kernel': 'rbf'};pancreas;1;0.021024388472917543;0.00044202491066014805;0.00044202491066014805;0.0210243884729;;0.021024388472917543;0.0
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};aero_digestive_tract;11;0.19146750000758717;0.12024453417901261;0.010931321289001147;0.104552959255;1.028506179089917;0.08034513636394772;0.11691182476454548
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};kidney;4;0.0298130000028326;0.04965472507104532;0.01241368126776133;0.111416701027;1.0044950922251683;0.09901550000035816;0.04943252132874999
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};breast;9;0.37034100000241943;0.03732414396119636;0.004147127106799596;0.0643981917976;1.6900237321593803;0.05453100000015608;0.022084982152000013
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};nervous_system;22;0.6866960000199958;0.13139127533072778;0.005972330696851263;0.0772808559531;1.1949319352778753;0.0699424090912343;0.10995712094695453
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};urogenital_system;6;0.04401200000411476;0.09089175726357109;0.01514862621059518;0.123079755486;1.0035646081468508;0.10203800000023812;0.09056891457283334
0;Z-LLNle-CHO_AUC;{'C': 1, 'gamma': 0.01, 'kernel': 'poly'};blood;63;1.0583020000316221;0.37601679766304724;0.005968520597826147;0.0772562010315;1.0496256097937362;0.06623000000016432;0.3582389703095554
0;Z-LLNle-CHO_AUC;{'C': 3, 'gamma': 0.03, 'kernel': 'sigmoid'};digestive_system;13;0.4257009608353971;0.08747797375500062;0.006729074904230817;0.0820309387014;1.1949356098214567;0.07528878399191834;0.07320726994492305
0;Z-LLNle-CHO_AUC;{'C': 3, 'gamma': 0.03, 'kernel': 'rbf'};soft_tissue;3;0.23214457341521688;0.01837767435307274;0.006125891451024247;0.078268074277;47.156687755203315;0.07738152447173896;0.0003897151226666663
