;Y;Numerosità;SE;SSE;MSE;Root_MSE;RSE;RRSE;MAE;RAE;Deviance;Variance
0;BMS-708163_IC_50;433;45.267459127987216;583.1795142533534;1.34683490589689;1.1605321649557543;1.012742049654876;1.0063508581279572;0.9462136415186205;1.0194120532451225;575.8421055510536;1.3298893892634032
1;BMS-708163_AUC;433;16.028643593888177;1.6308744884106758;0.003766453783858374;0.061371441109512606;2.4025208016993767;1.5500067102110806;0.05234772826411112;1.7271702943370666;0.6788180511307574;0.0015677091250132966
2;Z-LLNle-CHO_IC_50;185;29.33526089283665;591.9119911796695;3.199524276646862;1.7887214083380514;1.014775899592321;1.007360858675937;1.496097034260262;1.0188892880478606;583.2933078302962;3.1529367990826818
3;Z-LLNle-CHO_AUC;185;14.297527974983977;2.7429219513850747;0.014826605142622025;0.12176454797116451;2.2544274463621026;1.5014750901570437;0.10699849672280937;1.7476332467876825;1.216682291466616;0.006576661034954681
