;Y;Numerosità;SE;SSE;MSE;Root_MSE;RSE;RRSE;MAE;RAE;Deviance;Variance
0;BMS-708163_IC_50;433;-96.75838008416422;605.1971165693444;1.3976838719846292;1.1822368087589852;1.0509775348751194;1.0251719538082962;0.9218287345523021;0.9931407472863224;575.8421055510535;1.329889389263403
1;BMS-708163_AUC;433;28.049846785517303;2.5149616651680553;0.005808225554660636;0.07621171533734585;3.70491276856692;1.9248149959325753;0.07034027491042626;2.320819591403012;0.6788180511307573;0.0015677091250132964
2;Z-LLNle-CHO_IC_50;185;-41.834067820752544;610.8772409900251;3.3020391404866225;1.8171513807293609;1.0472899873690211;1.0233718714959001;1.48783518448912;1.0132627076600182;583.2933078302959;3.152936799082681
3;Z-LLNle-CHO_AUC;185;5.351853386308461;1.3775303757581312;0.007446110139233141;0.08629084620765484;1.1322022071165558;1.0640499081887822;0.0728298222535894;1.1895477284857723;1.2166822914666158;0.00657666103495468
