;Y;Cancer type;Numerosità;SE;SSE;Deviance;MSE;Variance;Root_MSE;RRSE;RSE;MAE
0;combine_BMS;pancreas;16;-0.5225708291376185;104.66019981991803;21.89392992799882;6.541262488744877;1.3683706204999262;2.55758919468;4.780329532619653;2.18639647196;1.9463986721442008
0;combine_BMS;breast;35;8.89061454079806;251.35924484867962;42.89764974460361;7.181692709962275;1.2256471355601033;2.67986803965;5.859510867032985;2.42064265579;2.189248571861295
0;combine_BMS;bone;5;6.57945073568174;15.704274881675408;3.7823622753161246;3.1408549763350817;0.7564724550632249;1.77224574378;4.1519753367260055;2.0376396484;1.315890147136348
0;combine_BMS;thyroid;9;10.675574002190565;24.119909897192272;11.225700150541883;2.679989988576919;1.247300016726876;1.63706749665;2.148633009409927;1.46582161582;1.3988630434667106
0;combine_BMS;skin;30;14.448088880477597;207.89758451835263;48.03200106416619;6.9299194839450875;1.601066702138873;2.63247402341;4.328314038813857;2.08046005461;2.089034250115655
0;combine_BMS;blood;59;-46.92748977104011;486.6602534535427;38.321461578586664;8.248478872093944;0.6495162979421468;2.87201651668;12.699417856376323;3.56362425859;2.3571450386428614
0;combine_BMS;nervous_system;38;13.55356805293021;222.51167178350877;47.736547201214854;5.855570310092336;1.2562249263477594;2.41982857039;4.661243529943574;2.15899132234;1.9726460488488868
0;combine_BMS;digestive_system;49;-34.735547978035726;417.27100059833623;56.02879435977355;8.515734706088494;1.1434447828525214;2.91817317959;7.447438506688987;2.72899954318;2.449861153433212
0;combine_BMS;lung;96;-10.62157853003684;1174.7736235235193;205.90643025415525;12.23722524503666;2.144858648480784;3.49817455897;5.705376087932115;2.38859290963;2.74311527663923
0;combine_BMS;urogenital_system;43;2.324576368840995;310.8429938989571;53.18151205083649;7.228906834859467;1.2367793500194533;2.68866264802;5.844944641698428;2.41763203191;2.1013745214575974
0;combine_BMS;soft_tissue;9;-4.214543067969084;81.33314758987082;12.777968806213119;9.037016398874535;1.4197743118014576;3.00616306924;6.365107696171839;2.52291650599;2.2623642840119027
0;combine_Z-LLNl;kidney;4;-0.7836887254012694;19.97016597811429;11.572106604355714;4.992541494528573;2.8930266510889284;2.23439958256;1.7257156938562568;1.3136649854;2.149819114903046
0;combine_Z-LLNl;aero_digestive_tract;11;-5.380312759146766;109.57007903617932;23.832497329020455;9.960916276016302;2.166590666274587;3.15609193086;4.597507240785781;2.14417985271;2.553402233243505
0;combine_Z-LLNl;pancreas;1;0.40836539775784586;0.16676229808592366;0.0;0.16676229808592366;0.0;0.408365397758;;;0.40836539775784586
0;combine_Z-LLNl;breast;9;0.6519469897271772;36.95716295241141;17.62359157328951;4.106351439156823;1.958176841476612;2.02641344231;2.0970278843969608;1.44811183422;1.5925511147213252
0;combine_Z-LLNl;bone;1;-1.6051772570399374;2.5765940265182574;0.0;2.5765940265182574;0.0;1.60517725704;;;1.6051772570399374
0;combine_Z-LLNl;thyroid;1;-2.5482814564283833;6.493738381176763;0.0;6.493738381176763;0.0;2.54828145643;;;2.5482814564283833
0;combine_Z-LLNl;skin;9;5.361570820792069;49.81259297196661;50.794586068615814;5.534732552440734;5.643842896512869;2.35260123107;0.9806673668858591;0.990286507474;1.8423359288706331
0;combine_Z-LLNl;blood;63;52.9021367211687;433.0465757616475;173.88515030646226;6.873755170819801;2.7600817508962265;2.62178473007;2.4904172380357297;1.5781055852;2.2004392438693463
0;combine_Z-LLNl;nervous_system;22;-23.058352247743358;167.7597126441449;66.0729043899865;7.625441483824769;3.0033138359084774;2.76142019327;2.5390092079798032;1.59342687563;2.1768730695338543
0;combine_Z-LLNl;digestive_system;13;-7.603685753118338;92.0675328421954;47.33246122990369;7.082117910938108;3.6409585561464377;2.66122488921;1.9451245603942733;1.39467722445;2.190638953686331
0;combine_Z-LLNl;lung;42;-33.83539488589611;255.60820422027723;108.93746365914708;6.085909624292315;2.5937491347415973;2.4669636447;2.3463755776437587;1.53178835929;2.0028182799795746
0;combine_Z-LLNl;urogenital_system;6;2.564114385877662;43.806410587071824;16.44144641680837;7.301068431178638;2.7402410694680612;2.70204893205;2.664389097925581;1.63229565273;2.3454823892599146
0;combine_Z-LLNl;soft_tissue;3;-2.6267015903900774;30.197645108690043;0.41954539790773604;10.06588170289668;0.13984846596924536;3.17267737138;71.97706198014579;8.48392963079;2.579569429899338
