;Y;Cancer type;Numerosità;SE;SSE;Deviance;MSE;Variance;Root_MSE;RRSE;RSE;MAE
0;BMS-708163_IC_50;kidney;11;-2.472374361685211;11.325298472681766;10.77508188868018;1.029572588425615;0.9795528989709255;1.01467856409;1.0510637960514824;1.02521402451;0.8178423296444357
0;BMS-708163_IC_50;aero_digestive_tract;33;7.414837090848081;43.64599762434416;41.979942803099505;1.3226059886164898;1.272119478881803;1.15004608108;1.0396869245167635;1.01965039328;0.9753594156463525
0;BMS-708163_IC_50;pancreas;16;2.637561534581163;19.288991060042978;18.854195382057743;1.2055619412526861;1.178387211378609;1.0979808474;1.0230609511132467;1.01146475525;0.7294693750004086
0;BMS-708163_IC_50;breast;35;-0.26615761135502813;35.793298981950805;35.793346052644736;1.0226656851985945;1.0226670300755638;1.01126934355;0.9999986849317227;0.999999342466;0.8495030268366855
0;BMS-708163_IC_50;bone;5;-1.014076183470023;3.534043814477347;3.3283638830067996;0.7068087628954693;0.6656727766013599;0.840719193843;1.061796107246765;1.0304349117;0.7099184295662531
0;BMS-708163_IC_50;thyroid;9;1.6468398005772844;9.525850108268523;9.224507742345557;1.0584277898076138;1.0249453047050618;1.028799198;1.0326675823079035;1.01620253016;0.8913820466734043
0;BMS-708163_IC_50;skin;30;1.8585637405214257;44.4938235064208;44.378670001703874;1.4831274502140268;1.4792890000567958;1.21783720185;1.0025947939564774;1.00129655645;0.8447568330744428
0;BMS-708163_IC_50;blood;59;-60.89548258423996;94.78299543713274;31.93152763563804;1.6064914480869956;0.5412123328074244;1.26747443686;2.9683201041514726;1.7228813378;1.192281238115002
0;BMS-708163_IC_50;nervous_system;38;-5.624419086773994;40.06554689911883;39.233070817135996;1.0543564973452324;1.0324492320298946;1.02681862924;1.021218733702059;1.0105536768;0.9058778513462239
0;BMS-708163_IC_50;digestive_system;49;-4.580125718371508;47.86172823622298;47.433614925379835;0.9767699640045506;0.968032957660813;0.988316732634;1.0090255257061185;1.00450262603;0.8330850165870864
0;BMS-708163_IC_50;lung;96;15.909846650605378;187.94577867721566;185.30907846447136;1.957768527887663;1.9303029006715766;1.39920281871;1.0142286618367153;1.00708920252;1.0989099623877288
0;BMS-708163_IC_50;urogenital_system;43;-2.973973893408031;47.09693212322303;46.8912456007468;1.0952774912377448;1.0904940837382977;1.04655505887;1.0043864589187401;1.00219082959;0.8425832816678359
0;BMS-708163_IC_50;soft_tissue;9;-1.5715193539931969;12.054693860855538;11.780274545496889;1.3394104289839488;1.3089193939440988;1.15732900637;1.0232948149297207;1.01158035515;0.9802878463798118
0;BMS-708163_AUC;kidney;11;0.7836598507658834;0.06667880332531095;0.007701690327999991;0.006061709393210087;0.0007001536661818173;0.0778569803756;8.657684285603626;2.94239431171;0.07124180461508031
0;BMS-708163_AUC;aero_digestive_tract;33;0.7937213362747264;0.066819544764612;0.04110779187224246;0.002024834689836727;0.001245690662795226;0.0449981631829;1.6254715157719546;1.27493980869;0.03291486022681719
0;BMS-708163_AUC;pancreas;16;0.41168306563522294;0.04446865877161302;0.03758704693393749;0.0027792911732258136;0.002349190433371093;0.0527189830443;1.1830846634419183;1.08769695386;0.0407323678834259
0;BMS-708163_AUC;breast;35;-3.221697618651416;0.33978208736372845;0.04336818365554285;0.00970805963896367;0.0012390909615869385;0.0985294861398;7.834824028197483;2.79907556672;0.09204850339004046
0;BMS-708163_AUC;bone;5;-0.2707496362624917;0.016382164773457112;0.0013109435111999896;0.0032764329546914224;0.0002621887022399979;0.0572401341254;12.496468866504765;3.53503449297;0.05414992725249834
0;BMS-708163_AUC;thyroid;9;-0.19943429616994546;0.03073484593986014;0.009987423508000023;0.0034149828822066823;0.0011097137231111135;0.0584378548734;3.077354826822076;1.75423910195;0.04961276917184659
0;BMS-708163_AUC;skin;30;-0.6303931600690549;0.13454871538161964;0.08636688939919998;0.004484957179387321;0.002878896313306666;0.066969822901;1.5578738138838883;1.24814815382;0.05265043483388016
0;BMS-708163_AUC;blood;59;-1.9806310290867404;0.10248971923017572;0.030972724603796593;0.0017371138852572156;0.0005249614339626541;0.0416786982193;3.3090314314037674;1.81907433367;0.03961082997386433
0;BMS-708163_AUC;nervous_system;38;-4.540787480046205;0.5901737595783284;0.04757505068389469;0.015530888409956011;0.0012519750179972287;0.124622985079;12.405110474808522;3.52208893624;0.11949440736963698
0;BMS-708163_AUC;digestive_system;49;-2.4144230345256577;0.4010714986497555;0.055211170432204054;0.008185132625505215;0.0011267585802490624;0.0904717227951;7.264317990545895;2.69523987625;0.07554424463526468
0;BMS-708163_AUC;lung;96;-2.817657025615933;0.2925438276132367;0.2193955670958333;0.0030473315376378825;0.0022853704905815967;0.0552026406763;1.3334081061239118;1.15473291549;0.04821480115011068
0;BMS-708163_AUC;urogenital_system;43;-4.28475074230156;1.092581008118641;0.04709550331804653;0.02540886065392188;0.0010952442632103845;0.159401570425;23.199263860504804;4.81656141459;0.1389788638344394
0;BMS-708163_AUC;soft_tissue;9;-0.4486895857714255;0.02913690539453842;0.006772941288222226;0.003237433932726491;0.0007525490320246917;0.0568984528149;4.301957473809186;2.07411607048;0.04985439841904728
0;Z-LLNle-CHO_IC_50;kidney;4;0.5431611180093419;13.3470332132337;13.275703440806753;3.336758303308425;3.3189258602016882;1.82667958419;1.0053729561484248;1.00268287915;1.4386294548067946
0;Z-LLNle-CHO_IC_50;aero_digestive_tract;11;1.654692933918804;27.67892549521011;27.470551001386;2.51626595411001;2.497322818307818;1.58627423673;1.0075853772941648;1.00378552355;1.2906218466918138
